,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,material,seasonality,occasion
735,549708004,Amanda jumper,Sweater,Garment Upper body,Solid,Light Pink,Jersey Fancy,Jumper in a soft viscose-blend knit with a V-neck and inset lace section at the back. Long sleeves with a wide lace edge at the end.,viscose-blend,fall/winter,casual
736,626263002,GILDA LEGGINGS,Leggings/Tights,Garment Lower body,Solid,Grey,Jersey Fancy,"Treggings in stretch, denim-look jersey with an elasticated waist, fake fly, fake front pockets and real back pockets.",denim-look jersey,all year,casual
737,845967003,DIV Isafie,Cardigan,Garment Upper body,Solid,White,Unknown,"Cardigan in a soft, loose, textured knit with 3/4-length sleeves with sewn-in turn-ups. No buttons.",knit,all year,casual
738,761490001,Nasa Camp Tee,T-shirt,Garment Upper body,Front print,Black,Jersey Fancy,T-shirt in printed cotton jersey.,cotton,all year,casual
739,700861001,Mitchell top,Top,Garment Upper body,Solid,Dark Blue,Jersey Fancy,"Long, pleated top in jersey with a sheen, with long sleeves and overlocked edges at the cuffs and hem.",jersey,all year,casual
740,630675002,6p Claw,Hair clip,Accessories,Solid,Light Beige,Accessories,Hair clips in coloured plastic.,coloured plastic,all year,unknown
741,903824003,Neroli sweater,Sweater,Garment Upper body,Other structure,Red,Knitwear,"Jumper knitted in soft chenille yarn with long puff sleeves and ribbing around the neckline, cuffs and hem.",chenille,fall/winter,casual
742,875915001,Addison top,T-shirt,Garment Upper body,All over pattern,Yellow,Jersey Fancy,"Long-sleeved top in soft, patterned cotton jersey with a frill-trimmed yoke at the front and a small opening and button at the back of the neck.",cotton jersey,spring/fall,casual
743,828863001,Olive dress,Dress,Garment Full body,All over pattern,Light Pink,Jersey Fancy,Dress in textured jersey made from a cotton blend with a round neck and small opening with a button at the back of the neck. Short sleeves with a decorative flounce around the seams. Unlined.,cotton blend,spring/fall,casual
744,789808002,Skylar Chunky Sweater,Sweater,Garment Upper body,Melange,Grey,Knitwear,Short jumper in a soft rib knit with low dropped shoulders and long sleeves.,rib knit,fall/winter,casual
745,818806002,OL Dog quilted coat,Other accessories,Accessories,Solid,Black,Accessories,Quilted jacket for a dog in woven fabric with a collar and opening for a leash at the back of the neck. Opening for the front legs and an adjustable hook and loop tab that fastens at the top. Narrow elastic straps for the back legs that help to keep the jacket in place. Lined.,woven fabric,unknown,unknown
746,852092001,SPEED 2 AVA BLOUSE,Blouse,Garment Upper body,Solid,Black,Blouses,"Blouse in satin with a square neckline, seam under the bust and pleated section at the front. Smocking at the back, and 3/4-length sleeves with elastication at the top and an elasticated seam, smocking and a frill trim at the cuffs. Lined front.",satin,all year,casual
747,769801003,Fralla Top,Vest top,Garment Upper body,Solid,Beige,Blouses,"Short top in an airy weave with narrow, tie-top shoulder straps and a small frill trim a the top.",unknown,unknown,unknown
748,797618001,Pamina WL boot,Boots,Shoes,Solid,Black,Shoes,"Warm-lined boots in imitation suede with imitation leather details, and an ankle-height shaft with lacing at the front. Faux fur linings and insoles and fluted soles. Heel 4.5 cm.",imitation suede,fall/winter,casual
749,894687002,Banksy Sneaker,Sneakers,Shoes,Solid,Light Beige,Shoes,Block-coloured trainers in imitation leather and imitation suede with a lightly padded edge and lacing at the front. Linings in mesh made from recycled polyester. Cotton twill insoles and patterned soles.,imitation leather and imitation suede,all year,casual
750,744126003,WEEKEND SWETTIS,Sweater,Garment Upper body,Front print,White,Jersey Fancy,"Top in soft fabric with long sleeves and ribbing around the neckline, cuffs and hem.",soft fabric,fall/winter,casual
751,744073001,Ariel playsuit,Trousers,Garment Lower body,All over pattern,Black,Trousers,"Playsuit in an airy, patterned viscose weave with a deep V-neck, gently dropped shoulders and long, wide sleeves with elastication and a flounce at the cuffs. Wrapover top, elasticated seam at the waist with ties at the side and a second layer below the waist to form a wrapover peplum with a short flounce at the hem.",viscose,spring/fall,casual or semi-formal
752,803624002,Mondrian Sneaker,Sneakers,Shoes,Solid,Gold,Shoes,"Trainers in imitation leather with lacing at the front and a lightly padded edge and tongue. Mesh linings, fabric insoles and rubber soles.",imitation leather,all year,casual
753,633781013,Boulevard TOP PRODUCT,T-shirt,Garment Upper body,Placement print,Dark Blue,Jersey Fancy,T-shirt in soft viscose jersey with a motif on the front.,viscose,all year,casual
754,743128001,Leaf Flower 1p Tights,Underwear Tights,Socks & Tights,All over pattern,Off White,Socks and Tights,Leaf-patterned tights with an elasticated waist.,unknown,unknown,unknown
755,680626001,Jasper Jaquard Trapper Hat,Hat/beanie,Accessories,Jacquard,Black,Accessories,"Jacquard-knit hat with earflaps, faux fur details, a sewn-in turn-up at the front and ties under the chin. Fleece lining.",jacquard,fall/winter,casual
756,562165001,SB P-CAP CLASSIC,Cap/peaked,Accessories,Stripe,Dark Blue,Accessories,Cap in a cotton weave with an appliqué on the front and an adjustable plastic fastener at the back.,cotton,all year,casual
757,696356003,P-CAP OWN,Cap/peaked,Accessories,Mixed solid/pattern,Dark Blue,Accessories,Cap with a sweatband in a cotton weave and an adjustable plastic fastener at the back.,cotton,all year,casual
758,738099001,Cool Expensive Necklace,Necklace,Accessories,Solid,Gold,Accessories,"Necklaces in metal chains of different designs. Adjustable length 43-51 cm, 50-58 cm and 58-66 cm.",metal,all year,unknown
759,706371005,Jonas skirt,Skirt,Garment Lower body,Solid,Light Pink,Skirts,"Short, bell-shaped skirt in imitation suede with decorative metal details on the front of the waistband, and a concealed zip at the back. Unlined.",imitation suede,unknown,unknown
760,693331001,JAVA trousers,Outdoor trousers,Garment Lower body,Solid,Dark Grey,Unknown,"Outdoor trousers in slightly stretchy fabric with sections in water-repellent functional fabric. Elasticated waist, zip fly and button, side pockets, a zipped leg pocket and a drawstring at the hems. Unlined.",stretchy fabric,all year,outdoor activities
761,683622004,PICKLE jumsuit,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Other Pink,Jersey Fancy,"Sleeveless playsuit in airy viscose with a print motif at the top and crossover straps at the back. Elasticated seam at the waist, side pockets and short legs.",viscose,unknown,unknown
762,613530001,CE Myrtle dress,Dress,Garment Full body,Metallic,Light Grey,Special Offers,"CONSCIOUS EXCLUSIVE. Calf-length dress in a Tencel™ lyocell and silk weave containing glittery threads. Narrow cut at the top with straight, gentle draping, a high collar, gathers down the front and ties at the neck. Deep V-neck at the back and a seam at the hem with a flared skirt and slit at the front. Slightly longer at the back. Lined bodice.",Tencel™ lyocell and silk,unknown,unknown
763,825550001,RIHANNA DRESS,Dress,Garment Full body,Solid,Black,Jersey Fancy,Calf-length dress in soft cotton jersey with a round neckline and short sleeves. Elasticated seam and a detachable tie belt at the waist and a wrapover skirt. Unlined.,cotton jersey,all year,casual
764,774075004,BROOKE PIQUE SLIM TEE,T-shirt,Garment Upper body,Solid,Light Pink,Jersey Basic,Round-necked T-shirt in soft cotton piqué.,cotton,all year,casual
765,900271001,HM+ Cora LS,Top,Garment Upper body,Solid,Black,Jersey Fancy,Long-sleeved top in soft viscose jersey with a V-neck and a rounded hem.,viscose,all year,unknown
766,752815001,LISA LINEN DRESS,Dress,Garment Full body,Solid,Dark Grey,Jersey Fancy,"Calf-length, sleeveless dress in soft linen jersey with a V-neck front and back and slits in the sides.",linen jersey,all year,unknown
767,664622001,Stef seamless hood,Top,Garment Upper body,Solid,Light Grey,Jersey Fancy,"Running top in fast-drying, breathable functional fabric with jacquard-patterned sections and reflective details. Hood and zip at the top, and long raglan sleeves with thumbholes at the cuffs. Seamless.","fast-drying, breathable functional fabric",unknown,running
768,550818001,BIRCH Relaxed shirt - check,Shirt,Garment Upper body,Check,Light Blue,Shirts,"Straight-cut, checked shirt in an airy cotton-blend weave with wool and viscose. Relaxed fit with a turn-down collar, classic front and gently tapered waist. Yoke with a pleat at the back, and long sleeves with adjustable buttoning at the cuffs.",cotton-blend weave with wool and viscose,all year,casual or office
769,700946007,LEO HOOD 14.99,Hoodie,Garment Upper body,All over pattern,Light Beige,Jersey Fancy,"Cropped top in lightweight, printed sweatshirt fabric. Hood with a wrapover front, low dropped shoulders and long sleeves with ribbed cuffs.",sweatshirt fabric,unknown,casual
770,763665001,Nagini oversized shopper,Bag,Accessories,All over pattern,Black,Accessories,"Large shopper in grained imitation leather with decorative metal details, shoulder straps and a magnetic fastener at the top. Size approx. 14.5x42x60 cm.",imitation leather,unknown,unknown
771,815848001,Kiev,Jacket,Garment Upper body,Solid,Black,Outdoor,"Straight-cut coat in soft, stretch imitation suede with a small stand-up collar, detachable tie belt at the waist and no fasteners. Patch front pockets and raw edges at the cuffs and hem. Unlined.",imitation suede,unknown,unknown
772,557548002,Martha Scarf,Scarf,Accessories,Stripe,Light Beige,Accessories,Scarf in a soft weave with fringes on the short sides. Size 65x195 cm.,soft weave,all year,unknown
773,585251001,BESTIE headband,Hat/beanie,Accessories,Jacquard,Grey,Accessories,Double-layer headband in a soft jacquard knit containing glittery threads.,jacquard knit containing glittery threads,all year,unknown
774,720501001,ES Ellen shorts,Shorts,Garment Lower body,Solid,Greenish Khaki,Trousers,"Shorts in stretch twill with a zip fly and button, front and back pockets and sewn-in turn-ups at the hems.",stretch twill,unknown,casual
775,826498001,Fletcher,Sweater,Garment Upper body,Melange,Grey,Knitwear,"Jumper in a soft, fine knit containing some wool with long puff sleeves and ribbing around the neckline, cuffs and hem. The polyester content of the jumper is recycled.",wool and recycled polyester,fall/winter,casual
776,579010021,SWEATSHIRT AOP/RAGLAN,Sweater,Garment Upper body,Colour blocking,Red,Jersey Basic,"Long-sleeved top in soft organic cotton sweatshirt fabric with a press-stud on one shoulder (no press-stud in sizes 1-4Y). Ribbing around the neckline, cuffs and hem. Soft brushed inside.",organic cotton,fall/winter,casual
777,451380032,Bruce denim,Trousers,Garment Lower body,Denim,Light Blue,Trousers,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and skinny legs.",denim,all year,casual
778,697175001,A-band Signe,Hair/alice band,Accessories,Solid,Dark Blue,Accessories,Fabric-covered plastic Alice band with a bow on top.,fabric-covered plastic,all year,unknown
779,639332003,Disa dress,Dress,Garment Full body,Solid,Dark Turquoise,Unknown,Dress in a silk weave with a concealed zip at the back with a concealed hook-and-eye fastening at the top. Short trumpet sleeves and a tie belt at the waist. Lined.,silk,all year,party
780,384482002,Godfather slim chino,Trousers,Garment Lower body,Solid,Dark Beige,Trousers,"Chinos in washed stretch cotton twill with an extended waistband, concealed hook-and-eye fastener, side pockets, and welt back pockets with a button. Slim fit.",cotton,all year,formal
781,588809006,PELLE fancy polo SB,T-shirt,Garment Upper body,Stripe,Green,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.,organic cotton jersey,spring/fall,casual
782,542982002,TP KEVIN sweatpants BB,Trousers,Garment Lower body,Melange,Dark Blue,Jersey Basic,"Joggers in lightweight sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems.",sweatshirt fabric,unknown,casual
783,655882001,Ponyta blazer,Blazer,Garment Upper body,All over pattern,Black,Outdoor,Jacket in a patterned crêpe weave with a detachable tie belt at the waist and long sleeves with slits at the cuffs. No fasteners. Unlined.,crêpe weave,all year,unknown
784,741804001,Ophelia Hipster Poppy,Underwear bottom,Underwear,Solid,White,"Under-, Nightwear","Lace hipster briefs with a low waist, lined gusset and cutaway coverage at the back.",lace,unknown,unknown
785,855471001,Reagan SS solid,Shirt,Garment Upper body,Solid,Dark Green,Shirts,"Short-sleeved shirt in a cotton weave with a resort collar, French front and yoke at the back. Open chest pocket and slits in the sides.",cotton,all year,casual
786,651490001,Ronaldo thin hood,Hoodie,Garment Upper body,Front print,Orange,Jersey Fancy,"Long-sleeved top in lightweight sweatshirt fabric with a print motif, jersey-lined hood and ribbing at the cuffs and hem.",sweatshirt fabric,all year,casual
787,747990004,Ava knitted top,Vest top,Garment Upper body,Solid,White,Knitwear,"Jumper in a rib-knit viscose blend with a slight sheen. V-neck, sewn-in wrapover at the front with a large, decorative metal button, and short sleeves.",rib-knit viscose blend with a slight sheen,all year,casual
788,697112001,A-band Jilly,Hair/alice band,Accessories,Solid,Gold,Accessories,Glittery Alice band with a bow on top.,unknown,unknown,unknown
789,859125005,Hercules shirt,Shirt,Garment Upper body,Solid,Beige,Blouses,"Straight-cut shirt in an airy cotton weave with a collar and buttons down the front. Gently dropped shoulders and long sleeves with buttoned cuffs. Double-layered yoke with a seam and pleat at the back, and a rounded hem. Slightly longer at the back.",cotton,all year,casual
790,666044002,Mistletoe highwaist thong,Underwear bottom,Underwear,Glittering/Metallic,Light Pink,"Under-, Nightwear","Briefs in lace and mesh with a high, elasticated waist, lined gusset and string back.",lace and mesh,unknown,unknown
791,630030007,Anna t-shirt,T-shirt,Garment Upper body,Solid,Light Beige,Jersey Fancy,Fitted T-shirt in stretch slub jersey made from Tencel™ lyocell.,Tencel™ lyocell,all year,casual
792,573856023,Snap 5 pocket,Trousers,Garment Lower body,Treatment,Dark Blue,Trousers,"5-pocket ankle-length trousers in washed stretch twill with a washed look, high waist, zip fly and slim legs.",twill,unknown,unknown
793,739669004,IDA Set deal,Garment Set,Garment Full body,Front print,White,Jersey Fancy,Top and leggings with a print motif. Longer top in soft sweatshirt fabric with long sleeves and ribbed cuffs. Leggings in cotton jersey with an elasticated waist.,sweatshirt fabric and cotton jersey,all year,casual
794,704132002,P-CAP 2-PACK BASIC,Cap/peaked,Accessories,Solid,Dark Grey,Accessories,Caps with an adjustable plastic fastener at the back. One cap in cotton jersey and the other in twill made from a cotton and viscose blend.,cotton and viscose blend,all year,casual
795,668012012,KIA tee,T-shirt,Garment Upper body,Solid,Light Yellow,Jersey Basic,"Top in soft organic cotton jersey. Short sleeves with striped, ribbed trims.",organic cotton jersey,all year,casual
796,234421004,Mama 200 den Tights,Underwear Tights,Socks & Tights,Solid,Dark Blue,Socks and Tights,"Matt, opaque tights with extra room for a growing tummy. 200 denier.",unknown,all year,unknown
797,849389004,Jimmy 2P shorts,Shorts,Garment Lower body,All over pattern,Dark Blue,Jersey Fancy,"Shorts in soft, printed cotton jersey with covered elastication and a drawstring at the waist, and side pockets.",cotton jersey,all year,casual
798,650676001,Andre fur slip in,Flat shoe,Shoes,Solid,Black,Shoes,"Faux fur slides with satin linings, faux fur insoles and rubber soles.",faux fur,all year,casual
799,738714005,SIRI hood,Top,Garment Upper body,Melange,Light Turquoise,Unknown,"Sports jacket in fast-drying functional fabric with a small stand-up collar, hood, front pockets and a contrasting colour zip down the front with a chin guard.",fast-drying functional fabric,unknown,unknown
800,864755001,Ilse 2p brazilian,Underwear bottom,Underwear,Solid,Black,"Under-, Nightwear","Brazilian briefs in lace with a regular waist, lined gusset and high cut at the back.",lace,all year,unknown
801,887559001,Katie playful SG,Boots,Shoes,Solid,Grey,Shoes,Boots with warm faux fur linings and insoles and patterned soles.,faux fur,fall/winter,casual
802,498779006,Sheba maxi dress,Dress,Garment Full body,All over pattern,White,Dresses Ladies,"Long, sleeveless dress in a viscose weave with narrow, adjustable shoulder straps, a V-neck with a sewn-in wrapover and a seam at the waist with ties at one side. Unlined.",viscose weave,all year,party
803,698039001,Banjo Bolero,Cardigan,Garment Upper body,Lace,White,Knitwear,Bolero in a soft cotton pointelle knit with a decorative button at the neck and long sleeves.,cotton,spring/fall,casual
804,646608001,LEGGINGS NICKI TRASH 89,Trousers,Garment Lower body,Denim,Dark Blue,Trousers Denim,"Leggings in washed, superstretch denim with hard-worn details that are patched on the inside. Elasticated waist, fake front pockets and real back pockets.",denim,all year,casual
805,870525003,Mia l/s,T-shirt,Garment Upper body,All over pattern,Pink,Jersey Fancy,Long-sleeved top in printed cotton jersey.,cotton,unknown,casual
806,709230002,Boel 7-pack,Socks,Socks & Tights,Solid,Light Pink,Socks and Tights,Fine-knit socks in a soft cotton blend with elasticated tops.,cotton blend,all year,casual
807,642548002,Siri jumper,Sweater,Garment Upper body,Melange,Grey,Knitwear,"Rib-knit jumper in soft cashmere with a stand-up collar, long raglan sleeves with ribbed cuffs, and a straight hem.",cashmere,fall/winter,casual
808,527540003,Puffer X,Jacket,Garment Upper body,All over pattern,Greenish Khaki,Outdoor,"Padded jacket in woven fabric with a slight sheen, stand-up collar, zip down the front and drawstring at the hem. Side pockets, one zipped arm pocket and an inner pocket with a press-stud. Polyester filling.",woven fabric with a slight sheen,fall/winter,casual
809,783497002,Anka dress,Dress,Garment Full body,Solid,Light Pink,Dresses Ladies,"Short, straight-cut dress in woven fabric with a V-neck, long sleeves and wide cuffs with a metal button. Unlined.",woven fabric,unknown,unknown
810,606698001,Timo Hoodie (K),Bra,Underwear,Application/3D,Light Yellow,"Under-, Nightwear","Long top in sweatshirt fabric with a terry appliqué on the front, drawstring hood, ribbed cuffs and a raw-edge hem. Soft brushed inside.",sweatshirt fabric,unknown,casual
811,657974001,Pluie rainboot SG,Other shoe,Shoes,All over pattern,Black,Shoes,"Patterned, waterproof wellingtons with a high shaft, loop at the back and fluted rubber soles. Fleece lining.",rubber,all year,casual
812,926015005,Seamless Leggings Rib,Leggings/Tights,Garment Lower body,Solid,Dark Purple,Socks and Tights,Ribbed leggings designed with the minimum number of seams for a more comfortable fit and increased mobility.,unknown,unknown,unknown
813,777800002,Dieter ls western plaid,Shirt,Garment Upper body,Check,Dark Blue,Shirts,"Shirt in soft, checked cotton twill with a turn-down collar, classic front with press-studs, and a yoke at the back. Flap chest pockets with a press-stud, and long sleeves with buttoned cuffs.",cotton twill,fall/winter,casual
814,886189001,Vintage slim trash,Trousers,Garment Lower body,Denim,Light Grey,Trousers Denim,"5-pocket, ankle-length jeans in washed denim with hard-worn details. Extra-high waist, a zip fly and button, and slim legs. The cotton content of the jeans is partly recycled.",denim,all year,casual
815,649059001,Atlanta Hipster Ch. Poppy Mid,Underwear bottom,Underwear,Solid,Light Beige,"Under-, Nightwear","Hipster briefs in microfibre and lace with a mid waist, lined gusset, narrow sides and cutaway coverage at the back.",microfibre and lace,unknown,everyday
816,905122001,Aubergine Linen,Blouse,Garment Upper body,All over pattern,Off White,Blouses,"Fitted top in airy linen with a sweetheart neckline, flounced, elastic shoulder straps and a smocked back.",linen,summer,casual
817,831969001,C PIRATE Dress,Dress,Garment Full body,Mixed solid/pattern,Red,Special Offers,"Pirate dress in stretch velour with a glittery motif on the front, a deep neckline and short, elasticated puff sleeves with a frill trim. Detachable elastic belt with a plastic buckle at the waist, a concealed zip in one side and an asymmetric skirt in satin and tulle. Unlined.",velour,fall/winter,party
818,699325003,Sunglasses Tess,Sunglasses,Accessories,Solid,Pink,Accessories,"Aviator-style sunglasses with metal and plastic frames and tinted, UV-protective lenses.",metal and plastic,all year,unknown
819,795550002,Linda Sidestripe Slim HW DNM,Trousers,Garment Lower body,Metallic,Black,Trousers,"Jeans in washed, stretch denim with a high waist, zip fly and button, back pockets and slim legs reversible sequin side stripes.",denim,unknown,unknown
820,663441001,Luna strappy padded soft bra,Bra,Underwear,Lace,Dark Red,"Under-, Nightwear","Soft, non-wired bra in lace with moulded, lightly padded cups that give the bust a natural shape and light support. Narrow elastic straps that cross at the front and narrow adjustable shoulder straps. Wide hook-and-eye fastening at the back with three pairs of hooks and eyes and a lace trim at the hem.",lace,all year,unknown
821,880485005,ALFIE COAT,Coat,Garment Upper body,Melange,Dark Beige,Outdoor,"Coat in a soft, felted wool blend containing some cashmere. Notch lapels with a decorative buttonhole and buttons down the front. One chest pocket, flap front pockets, two inner pockets, and a single back vent. Twill lining made from recycled polyester. The wool content of the coat is recycled.",wool blend containing cashmere,fall/winter,unknown
822,678821004,Wave Sweater,Sweater,Garment Upper body,Colour blocking,Blue,Knitwear,"Block-coloured jumper in a soft rib knit with low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.",rib knit,fall/winter,casual
823,929001001,True,Dress,Garment Full body,Solid,Green,Dresses Ladies,"Calf-length dress in a crinkled weave with a small stand-up collar, covered buttons at the top, wide, raglan sleeves and cuffs with covered buttons. Gathered seam at the waist and a softly draping, A-line skirt. Unlined.",unknown,unknown,unknown
824,485678055,TP Sixten 3-p boxer BB,Underwear bottom,Underwear,Solid,Greenish Khaki,"Under-, Nightwear","Boxer shorts in organic cotton jersey with short legs, an elasticated waist and lined front.",organic cotton jersey,all year,unknown
825,560616001,Reese boots,Socks,Socks & Tights,Other pattern,Grey,Socks and Tights,Slippers in a soft knit with faux fur linings and insoles and knitted soles with anti-slip protectors.,knit,fall/winter,casual
826,594167002,OL BAZE Slipper,Sandals,Shoes,Solid,Black,Shoes,Faux fur mules with insoles and fluted rubber soles.,faux fur,unknown,unknown
827,815738003,FIA frill,Top,Garment Upper body,Metallic,Dark Red,Jersey Basic,Top in soft jersey made from a cotton blend containing glittery threads. Dropped shoulders with a flounced trim and long sleeves. The cotton content of the top is organic.,cotton blend with glittery threads,all year,unknown
828,756099004,Pinnochio Beanie,Hat/beanie,Accessories,Solid,Yellowish Brown,Accessories,"Hat in a soft, cable knit with a faux fur pompom on top and a sewn-in turn-up at the hem.",knit,fall/winter,casual
829,567725003,Marco scuba shoe,Sandals,Shoes,Solid,Light Blue,Shoes,"Aqua shoes in scuba fabric with elastication around the top, a loop at the back and textured rubber soles.",scuba fabric,summer,casual
830,558817001,SUPREME CROPPED BASIC TIGHTS,Trousers,Garment Lower body,Melange,Dark Grey,Unknown,Sports tights in fast-drying functional fabric with a contrasting colour elasticated waistband and 3/4-length legs.,functional fabric,unknown,sports
831,590361001,Speed coat,Coat,Garment Upper body,Solid,Black,Unknown,"Double-breasted coat in a woven cotton blend with wide notch lapels, a decorative button hole and an off-centre zip and buttons down the front. Long sleeves with a tab and press-stud, and flap side pockets with a press-stud. Unlined.",cotton blend,spring/fall,casual or formal
832,617835003,DIV Maja cardigan,Sweater,Garment Upper body,Solid,Pink,Unknown,"Long cardigan in a soft, fine loose knit with slits at the hem and no fasteners. The polyester content of the cardigan is recycled.",polyester,unknown,unknown
833,764536001,Linn Slim HW Sidetape,Trousers,Garment Lower body,Application/3D,Blue,Trousers,"Ankle-length jeans in washed, stretch twill with a high waist, zip fly and button, back pockets and skinny legs with stripes down the sides.",twill,unknown,casual
834,719541002,Olivia off-shoulder tee,T-shirt,Garment Upper body,Solid,White,Jersey Basic,"Cropped, off-the-shoulder top in soft jersey with a concealed silicone trim and short sleeves. Overlocked edge around the top, sleeves and hem.",soft jersey,all year,casual
835,516903025,Sally Structure TVP,Sweater,Garment Upper body,Other structure,Black,Knitwear,"Jumper in a textured cotton-blend knit with dropped shoulders and ribbing around the neckline, cuffs and hem.",cotton-blend,all year,casual
836,731407002,Macarena,Vest top,Garment Upper body,All over pattern,Black,Blouses,"Top in a crinkled viscose weave with a V-neck front and back, adjustable spaghetti shoulder straps, buttons down the front and a tie-detail hem.",viscose,all year,unknown
837,832834002,PQ NONNO CASH JUMPER,Sweater,Garment Upper body,Solid,Light Grey,Knitwear,"V-neck jumper in soft, fine-knit cashmere with low dropped shoulders, wide, tapered sleeves and ribbing at the cuffs and hem.",cashmere,all year,casual or dressy
838,731119002,Flirty Miki stud pk,Earring,Accessories,Solid,Silver,Accessories,Metal stud earrings in various sizes and designs. Size from 0.3 cm to 2 cm.,metal,all year,casual or formal
839,713008001,Amber panel skirt,Skirt,Garment Lower body,Contrast,Black,Jersey Basic,"Knee-length jersey skirt with a high, elasticated waist and contrasting colour side stripes.",jersey,all year,casual
840,904026001,Lavender body,Top,Garment Upper body,Solid,Black,Jersey Fancy,"Long-sleeved body in stretch lace with a round neckline and narrow, vertical elastication down the front, back and sides, as well as on the sleeves for a draped effect. Press-studs at the crotch and a high cut at the back.",lace,unknown,unknown
841,783682003,FUN hunterglove,Gloves,Accessories,Application/3D,Light Pink,Accessories,"Knitted mittens with pompoms and an embroidered motif and a front flap that can be fastened back to reveal a pair of fingerless gloves. Ribbed, foldover cuffs.",knitted,fall/winter,casual
842,521062011,Printed Hood 29.99,Hoodie,Garment Upper body,Embroidery,Light Beige,Jersey Fancy,"Top in patterned sweatshirt fabric with a text motif in a relaxed fit with dropped shoulders, long sleeves, a lined, drawstring hood, kangaroo pocket and ribbing at the cuffs and hem.",sweatshirt fabric,all year,casual
843,751977002,Kenneth Runner BB,Sneakers,Shoes,Solid,Greenish Khaki,Shoes,"Trainers with elasticated lacing at the front, a padded edge and tongue and a loop at the back. Mesh linings and insoles.",unknown,unknown,unknown
844,488561017,Teddy jogger.,Shorts,Garment Lower body,Chambray,Light Green,Shorts,"Knee-length shorts in soft washed cotton with an elasticated drawstring waist, fake fly, side pockets and welt back pockets with a button.",cotton,spring/fall,casual
845,842524001,ROSIE basic swimsuit,Swimsuit,Swimwear,All over pattern,Blue,Swimwear,"Fully lined, patterned swimsuit with a decorative bow on each shoulder.",unknown,unknown,swimming
846,888045005,Skinny fit lined,Trousers,Garment Lower body,Mixed solid/pattern,Pink,Trousers,"Fully lined, slim-fit, pull-on jeans in stretch twill with an adjustable, elasticated waist and fake fly with a press-stud. Fake front pockets, real back pockets and narrow hems.",stretch twill,unknown,casual
847,690909001,JESSIE strawhat,Hat/brim,Accessories,Solid,Light Beige,Accessories,Hat in braided paper straw containing glittery threads with a fabric band with a small metal decoration. Width of brim 3.5 cm. Unlined.,paper straw with glittery threads,spring/fall,casual
848,652356024,MAX 3PK FANCY,Underwear bottom,Underwear,Mixed solid/pattern,Light Green,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly.",cotton,all year,casual
849,653551001,Benji leather jacket,Jacket,Garment Upper body,Solid,Light Beige,Dressed,"Leather jacket in a longer style with a collar that can be turned up and fastened with tabs and metal buckles. Diagonal zip, side pockets and two zipped front pockets. Soft pile inside.",leather,fall/winter,casual
850,700761011,Samantha Hipster Ch. Poppy Low,Underwear bottom,Underwear,Solid,Dark Blue,"Under-, Nightwear","Hipster briefs in microfibre and lace with a low waist, lined gusset, narrow sides and cutaway coverage at the back.",microfibre and lace,all year,everyday
851,713019006,PRINTED TEE OWN PRINT,T-shirt,Garment Upper body,Front print,White,Jersey Fancy,T-shirt in soft jersey with a print motif on the front.,jersey,all year,casual
852,703260001,BB 2-pack shorts,Swimwear bottom,Swimwear,All over pattern,Dark Blue,Swimwear,Short swim shorts in woven fabric with an elasticated drawstring waist. Soft mesh inner shorts.,woven fabric,summer,swimming
853,713995004,Oz skinny fit 2B blz,Blazer,Garment Upper body,Melange,Light Grey,Dressed,"Single-breasted jacket in a stretch weave with narrow notch lapels, a chest pocket, flap front pockets and an inner pocket. Decorative buttons at the cuffs and a single back vent. Lined. Skinny Fit – a slightly shorter style that shapes in at the chest and tapers sharply at the waist. This combined with narrow shoulders and sleeves creates a completely fitted silhouette.",stretch weave,all year,formal
854,781758008,FRAME Easy Care TVP,Shirt,Garment Upper body,Solid,Dark Pink,Shirts,"Shirt in woven fabric with an easy-iron finish. Turn-down collar, classic front and darts and a yoke at the back. Long sleeves, narrow cuffs with adjustable buttoning, and a rounded hem. Slim Fit – a fit with narrow shoulders and a tapered waist for a fitted silhouette.",woven fabric,all year,formal
855,683298001,TD Valentine,Shirt,Garment Upper body,All over pattern,Dark Blue,Shirts,"Shirt woven in a stretch viscose blend with a narrow turn-down collar, French front and long sleeves with adjustable buttoning at the cuffs. Yoke and darts at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist to create a fitted silhouette.",stretch viscose blend,unknown,unknown
856,859148001,Luella,Blouse,Garment Upper body,All over pattern,Dark Green,Blouses,"V-neck blouse in a crêpe weave with narrow ties, covered buttons down the front and short, double-layered puff sleeves with concealed elastication. Tapered waist and a gently flared hem. Slightly longer at the back.",crêpe weave,unknown,unknown
857,874224002,Cooper plisse top,Top,Garment Upper body,Solid,Red,Jersey Fancy,"Top in pleated jersey with a slight sheen. Pleated, stand-up collar, V-shaped opening at the front with ties at the top, and pleated flutter sleeves. Unlined.",pleated jersey,unknown,unknown
